ProjectTitle,TissueType,Tissue,ComparisonName,Gene,HumanGene,log2FoldChange,padj,OR,-log10P,enrichment_score
"OSD-244: RR-6, thymus",thymus,thymus,BasalControl 1d (FrozenCarcass on Earth) vs BasalControl 1d (FreshDissection on Earth),Eda2r,EDA2R,-0.8072024178,0.262162543,0.5714889791,0.5814293588,1.6345242
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 29wk) vs Spaceflight (EuthanasiaOnISS) (Age 29wk),Gfap,GFAP,-1.058430821,0.3182999578,0.4801540259,0.497163419,1.633195234
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 12wk) Spaceflight vs (Age 12wk) GroundControl,Crtac1,CRTAC1,-1.011087255,0.3089313948,0.4961721777,0.5101379548,1.630872844
"OSD-457: JAXA, thymus",thymus,thymus,Nrf2KO Spaceflight vs Nrf2KO GroundControl,Nefl,NEFL,0.6983652804,0.3831081674,1.622665107,0.4166785893,1.625298439
"OSD-243: RR-6, skin, dorsal",skin,"skin, dorsal",Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Gfap,GFAP,0.7855390192,0.4454947988,1.723736221,0.351157362,1.624567161
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow+FOS) vs Spaceflight (1G centrifugation) (chow+FOS),Efemp1,EFEMP1,0.3951412865,0.1945920841,1.315071542,0.7108748306,1.619138535
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnISS) (Age 12wk),Nefl,NEFL,1.024271831,0.6403553108,2.033932542,0.1935789843,1.614623202
"OSD-243: RR-6, skin, dorsal",skin,"skin, dorsal",Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Nefl,NEFL,0.8295278196,0.4832480606,1.777103638,0.3158298803,1.608084339
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 75d vs VivariumControl 75d, C57BL/6J",Crtac1,CRTAC1,1.381647655,1,2.605657849,0,1.605657849
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk) vs BasalControl (EuthanasiaOnEarth) (Age 29wk),Nefl,NEFL,-0.9548723051,0.3020602657,0.5158872495,0.5199063999,1.602702525
"OSD-163: RR-3, kidney",kidney,kidney,Spaceflight vs BasalControl,Eda2r,EDA2R,-0.982150621,0.3085950652,0.5062245498,0.5106110231,1.600075652
"OSD-48: RR-1, liver",liver,liver,Spaceflight (FrozenCarcass) vs Spaceflight (FreshDissection),Ccdc80,CCDC80,-0.5872955645,0.2090733006,0.6655894336,0.6797014245,1.599489583
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 25d vs GroundControl 25d, C3H/HeJ",Timd2,HAVCR1,-1.159267447,0.3458373898,0.4477398252,0.4611280554,1.596878161
"OSD-379: RR-8, liver",liver,liver,Spaceflight 23d (FrozenCarcass on ISS) vs VivariumControl 23d (FrozenCarcass on ISS),Ltbp2,LTBP2,0.5168708509,0.2698163704,1.430848426,0.5689317042,1.596820923
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (uG) (chow),Crtac1,CRTAC1,-1.618361426,0.4227934503,0.3257051811,0.3738717492,1.59485635
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 25d vs VivariumControl 25d, C57BL/6J",Cdcp1,CDCP1,-0.4008338189,0.1521901586,0.7574203986,0.8176134303,1.593924361
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 25d vs GroundControl 25d, C57BL/6J",Ccn5,CCN5,0.6392880031,0.3520392093,1.557560285,0.4534089631,1.583801662
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 12wk) vs BasalControl (EuthanasiaOnISS) (Age 12wk),Nefl,NEFL,-1.329847929,0.3817406191,0.3978101718,0.4182316265,1.577484287
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","VivariumControl 75d vs GroundControl 75d, C57BL/6J",Gfap,GFAP,1.365794616,1,2.577182344,0,1.577182344
"OSD-457: JAXA, liver",liver,liver,Nrf2KO Spaceflight vs Wildtype Spaceflight,Ccdc80,CCDC80,0.5672443788,0.3061716128,1.481690761,0.5140350782,1.573270483
"OSD-168: RR-1/3, liver",liver,liver,"RR1, Spaceflight vs BasalControl",Ccn5,CCN5,-0.912562821,0.298437657,0.5312405504,0.5251463783,1.570711466
"OSD-242: RR-9, liver",liver,liver,Spaceflight_C1 vs CC_C1,Ccn5,CCN5,0.8602531527,0.5192454689,1.815356827,0.2846272846,1.570272397
"OSD-48: RR-1, liver",liver,liver,Spaceflight (FrozenCarcass) vs Spaceflight (FreshDissection),Timd2,HAVCR1,-0.3198384484,0.1270127289,0.8011595856,0.896152753,1.565515646
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 25d vs GroundControl 25d, C3H/HeJ",Havcr1,HAVCR1,-1.992456172,0.4872402724,0.2513106695,0.3122568227,1.536591643
"OSD-246: RR-6, spleen",spleen,spleen,BasalControl 1d (FrozenCarcass on Earth) vs BasalControl 1d (FreshDissection on Earth),Scarf2,SCARF2,-0.5402939765,0.2038068985,0.687630777,0.6907811201,1.532672473
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow+FOS) vs Spaceflight (uG) (chow),Eda2r,EDA2R,1.340313914,1,2.532064076,0,1.532064076
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (uG) (chow),Eda2r,EDA2R,0.851005913,0.5271052268,1.80375815,0.2781026773,1.52485331
"OSD-457: JAXA, bone, mandibular",bone,"bone, mandibular",Nrf2KO GroundControl vs Wildtype GroundControl,Scarf2,SCARF2,0.6294473448,0.3591004779,1.546972279,0.4447840169,1.523173354
"OSD-173: CBTM-3, liver",liver,liver,Spaceflight vs GroundControl,Ccdc80,CCDC80,-0.5983090239,0.2249504606,0.6605277033,0.6479131133,1.509098029
"OSD-457: JAXA, cerebrum",brain,cerebrum,Wildtype Spaceflight vs Wildtype GroundControl,Timd2,HAVCR1,1.326362165,1,2.507695478,0,1.507695478
"OSD-48: RR-1, liver",liver,liver,Spaceflight (FreshDissection) vs GroundControl (FreshDissection),Eda2r,EDA2R,1.323994571,1,2.503583497,0,1.503583497
"OSD-457: JAXA, thymus",thymus,thymus,Nrf2KO GroundControl vs Wildtype GroundControl,Cdhr2,CDHR2,-0.9487413073,0.3207251122,0.5180842722,0.4938670343,1.502581836
"OSD-457: JAXA, kidney",kidney,kidney,Nrf2KO GroundControl vs Wildtype GroundControl,Havcr1,HAVCR1,-1.144256875,0.3652320567,0.4524226694,0.4374311111,1.499258678
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk),Ltbp2,LTBP2,1.321054142,1,2.498486014,0,1.498486014
"OSD-242: RR-9, liver",liver,liver,VivariumControl_C2 vs BasalControl_C1,Scarf2,SCARF2,0.6447644004,0.3764182629,1.56348394,0.4243293138,1.496962278
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 25d vs GroundControl 25d, C57BL/6J",Ltbp2,LTBP2,1.317668695,1,2.492629908,0,1.492629908
"OSD-245: RR-6, liver",liver,liver,BasalControl 1d (FrozenCarcass on Earth) vs BasalControl 1d (FreshDissection on Earth),Ccdc80,CCDC80,-0.3084499861,0.12947876,0.807508871,0.8878014686,1.48666182
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnISS) (Age 29wk) vs GroundControl (EuthanasiaOnEarth) (Age 29wk),Gfap,GFAP,-1.070802613,0.3526058961,0.4760540826,0.4527104299,1.485925003
"OSD-242: RR-9, liver",liver,liver,CohortControl_C1 vs Spaceflight_C1,Gfap,GFAP,0.7656301021,0.4714501293,1.700112366,0.3265642408,1.485018929
"OSD-163: RR-3, kidney",kidney,kidney,Spaceflight vs BasalControl,Havcr1,HAVCR1,-0.5720456001,0.2211313011,0.6726623427,0.6553497787,1.480286398
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow) vs GroundControl (1G) (chow),Crtac1,CRTAC1,1.305490687,1,2.471677794,0,1.471677794
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) VivariumControl vs (Age 32wk) GroundControl,Ccdc80,CCDC80,0.457255118,0.253491007,1.37292719,0.5960374433,1.471165368
"OSD-457: JAXA, cerebrum",brain,cerebrum,Nrf2KO Spaceflight vs Nrf2KO GroundControl,Ltbp2,LTBP2,1.304576657,1,2.47011234,0,1.47011234
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 75d vs VivariumControl 75d, C57BL/6J",Havcr1,HAVCR1,1.301720941,1,2.465227759,0,1.465227759
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs Vivariumcontrol (EuthanasiaOnISS) (Age 12wk),Cdcp1,CDCP1,0.9550821601,0.6418708339,1.938690037,0.1925523579,1.462428245
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnISS) (Age 29wk),Scarf2,SCARF2,0.4098659866,0.2246900849,1.328562397,0.6484160917,1.462291481
"OSD-161: RR-3, adrenal gland",gland,adrenal gland,Spaceflight vs GroundControl,Timd2,HAVCR1,1.298565625,0.9996832159,2.459841954,0.0001375993654,1.460304555
"OSD-244: RR-6, thymus",thymus,thymus,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Wnt9a,WNT9A,0.6954796987,0.4246553682,1.619422805,0.3719633815,1.458648238
"OSD-244: RR-6, thymus",thymus,thymus,Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Gfap,GFAP,-0.6099930332,0.2385054812,0.6551998659,0.6225016359,1.445669644
"OSD-246: RR-6, spleen",spleen,spleen,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Ltbp2,LTBP2,0.3428120394,0.1857113844,1.268226159,0.7311614725,1.444317263
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","VivariumControl 75d vs VivariumControl 25d, C57BL/6J",Ccn5,CCN5,1.288904352,1,2.443424203,0,1.443424203
"OSD-457: JAXA, liver",liver,liver,Nrf2KO Spaceflight vs Wildtype Spaceflight,Crtac1,CRTAC1,1.189965304,0.8890625263,2.281472563,0.05106769473,1.441375072
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnISS) (Age 12wk) vs GroundControl (EuthanasiaOnEarth) (Age 12wk),Cxcl17,CXCL17,-2.076004389,0.529443336,0.2371703573,0.2761805137,1.440814514
"OSD-457: JAXA, thymus",thymus,thymus,Nrf2KO GroundControl vs Wildtype GroundControl,Crtac1,CRTAC1,1.259669843,0.9684612076,2.394409392,0.01391777057,1.439819562
"OSD-457: JAXA, thymus",thymus,thymus,Nrf2KO Spaceflight vs Nrf2KO GroundControl,Cdcp1,CDCP1,0.7285909914,0.4564842934,1.657019972,0.340574161,1.439304663
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 25d vs VivariumControl 25d, C57BL/6J",Crtac1,CRTAC1,0.9691745513,0.6669923981,1.957720151,0.1758791158,1.435878659
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow+FOS) vs Spaceflight (1G centrifugation) (chow+FOS),Wnt9a,WNT9A,-0.5261382271,0.2134470333,0.694411032,0.670709877,1.431685244
"OSD-379: RR-8, liver",liver,liver,Spaceflight 23d (FrozenCarcass on ISS) vs GroundControl 23d (FrozenCarcass on ISS),Gfap,GFAP,0.4734255623,0.2717335008,1.388402206,0.5658568161,1.429349729
"OSD-168: RR-1/3, liver",liver,liver,"RR1, Spaceflight vs BasalControl",Ltbp2,LTBP2,-0.6683118346,0.2603946033,0.629242563,0.5843680208,1.42382919
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 75d vs GroundControl 75d, C57BL/6J",Cdhr2,CDHR2,0.9790749477,0.682468099,1.971201075,0.1659176443,1.423071754
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs GroundControl (EuthanasiaOnISS) (Age 12wk),Efemp1,EFEMP1,0.4881379087,0.283088763,1.402633323,0.5480773693,1.422286491
"OSD-457: JAXA, adipose tissue, white",adipose,"adipose tissue, white",Nrf2KO Spaceflight vs Nrf2KO GroundControl,Ccn5,CCN5,0.7387489867,0.4744078853,1.668728196,0.3238481011,1.409605989
"OSD-243: RR-6, skin, dorsal",skin,"skin, dorsal",Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Ltbp2,LTBP2,-0.5008967215,0.2081170882,0.7066674085,0.6816922589,1.409459425
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk),Ccn5,CCN5,-0.499407126,0.2077308928,0.7073974257,0.6824989124,1.408565526
"OSD-242: RR-9, liver",liver,liver,CohortControl_C1 vs VivariumControl_C2,Ltbp2,LTBP2,-1.529156713,0.4641888613,0.346479833,0.3333052851,1.40787559
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs Vivariumcontrol (EuthanasiaOnISS) (Age 12wk),Nefl,NEFL,0.9279816874,0.6415686216,1.902612402,0.1927568851,1.406883647
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) Spaceflight vs (Age 12wk) Spaceflight,Crtac1,CRTAC1,1.115227954,0.8306860513,2.16629235,0.08056308204,1.404010996
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","VivariumControl 25d vs GroundControl 25d, C57BL/6J",Efemp1,EFEMP1,0.7911015583,0.5232318987,1.730395188,0.2813057872,1.395930159
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 25d vs VivariumControl 25d, C3H/HeJ",Timd2,HAVCR1,1.2584502,1,2.392386033,0,1.392386033
"OSD-242: RR-9, liver",liver,liver,VivariumControl_C2 vs GroundControl_C2,Ltbp2,LTBP2,1.258188517,0.9998264553,2.39195213,0.00007537606432,1.392193738
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow) vs VivariumControl (1G) (chow),Scarf2,SCARF2,-0.5331709715,0.2228518032,0.691034205,0.6519838474,1.386418196
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) Spaceflight vs (Age 12wk) Spaceflight,Eda2r,EDA2R,0.6674108605,0.4245947564,1.588220102,0.3720253735,1.385368266
"OSD-457: JAXA, liver",liver,liver,Nrf2KO GroundControl vs Wildtype GroundControl,Crtac1,CRTAC1,1.253792642,1,2.384674971,0,1.384674971
"OSD-242: RR-9, liver",liver,liver,CohortControl_C1 vs Spaceflight_C1,Havcr1,HAVCR1,0.9675037143,0.6906325857,1.955454157,0.1607529345,1.383447837
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) Spaceflight vs (Age 12wk) Spaceflight,Ccn5,CCN5,-1.16955543,0.4047701989,0.4445583112,0.3927914698,1.372239583
"OSD-242: RR-9, liver",liver,liver,Spaceflight_C1 vs CC_C1,Wnt9a,WNT9A,0.7317885576,0.4837826439,1.660696638,0.3153497164,1.365689005
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs Spaceflight (EuthanasiaOnEarth) (Age 29wk),Cdcp1,CDCP1,0.6774132493,0.441817514,1.599269694,0.3547570724,1.356373786
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","VivariumControl 25d vs GroundControl 25d, C3H/HeJ",Nefl,NEFL,1.207349847,0.9656394246,2.309130721,0.01518501141,1.355713828
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 25d vs GroundControl 25d, C3H/HeJ",Ccn5,CCN5,-1.381407573,0.4549259624,0.3838441129,0.3420592775,1.354409152
"OSD-168: RR-1/3, liver",liver,liver,"RR1, Spaceflight vs VivariumControl",Wnt9a,WNT9A,-0.5744591245,0.2435003192,0.671537968,0.6135004651,1.348918281
"OSD-457: JAXA, cerebrum",brain,cerebrum,Nrf2KO GroundControl vs Wildtype GroundControl,Havcr1,HAVCR1,1.231741844,1,2.348503664,0,1.348503664
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU2, Spaceflight (uG) vs GroundControl (1G)",Cdcp1,CDCP1,0.4189961686,0.2500882649,1.336996945,0.6019066865,1.347512027
"OSD-379: RR-8, liver",liver,liver,Spaceflight 23d (FrozenCarcass on ISS) vs VivariumControl 23d (FrozenCarcass on ISS),Ccdc80,CCDC80,0.3644624935,0.2133626042,1.287401891,0.6708816965,1.347011546
"OSD-244: RR-6, thymus",thymus,thymus,BasalControl 1d (FrozenCarcass on Earth) vs BasalControl 1d (FreshDissection on Earth),Nefl,NEFL,-1.039554747,0.3833300259,0.4864775903,0.4164271615,1.339635236
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 75d vs Spaceflight 25d, C57BL/6J",Timd2,HAVCR1,-2.519975283,0.6166145965,0.1743459453,0.2099861989,1.339011531
"OSD-580: RR-17, heart",heart,heart,BasalControl (EuthanasiaOnISS) (Age 12wk) vs BasalControl (EuthanasiaOnEarth) (Age 12wk),Cxcl17,CXCL17,-1.996577253,0.5599980121,0.250593821,0.2518135146,1.33823007
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs GroundControl (EuthanasiaOnEarth) (Age 12wk),Ccn5,CCN5,-0.5159640003,0.2247501128,0.6993254915,0.6483000815,1.337816941
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (uG) (chow+FOS),Ccdc80,CCDC80,-0.54322659,0.2351191407,0.686234427,0.6287120141,1.334496086
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow+FOS) vs GroundControl (1G) (chow+FOS),Wnt9a,WNT9A,0.5765144535,0.3682852146,1.491242057,0.4338157162,1.333863097
"OSD-137: RR-3, liver",liver,liver,Spaceflight vs BasalControl,Cdcp1,CDCP1,0.4981158669,0.3095854105,1.412367831,0.5092195141,1.332000208
"OSD-513: RR-23, kidney",kidney,kidney,VivariumControl vs GroundControl,Efemp1,EFEMP1,0.3343949684,0.1963055275,1.260848528,0.7070674716,1.328788505
"OSD-98: RR-1, adrenal gland",gland,adrenal gland,Spaceflight vs GroundControl,Ccn5,CCN5,-1.251456692,0.4375154548,0.4200238944,0.3590066013,1.325612842
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow+FOS) vs GroundControl (1G) (chow+FOS),Wnt9a,WNT9A,0.5583920396,0.3573155602,1.472626981,0.446948071,1.322715923
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","GroundControl 75d vs GroundControl 25d, C3H/HeJ",Crtac1,CRTAC1,1.215606278,1,2.322383581,0,1.322383581
"OSD-244: RR-6, thymus",thymus,thymus,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Ccn5,CCN5,0.9220068021,0.6784955049,1.894749075,0.1684530252,1.318725133
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 75d vs GroundControl 75d, C3H/HeJ",Crtac1,CRTAC1,1.098993784,0.8668837908,2.142052418,0.06203911749,1.317422739
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",GroundControl (1G) (chow+FOS) vs GroundControl (1G) (chow),Ccdc80,CCDC80,0.5859886683,0.3823034762,1.501067307,0.4175917531,1.310653286
"OSD-457: JAXA, adipose tissue, white",adipose,"adipose tissue, white",Nrf2KO Spaceflight vs Wildtype Spaceflight,Havcr1,HAVCR1,1.203002325,1,2.302182692,0,1.302182692
"OSD-242: RR-9, liver",liver,liver,Spaceflight_C1 vs CC_C2,Havcr1,HAVCR1,-1.808154568,0.5509291411,0.2855559661,0.2589042552,1.296798409
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 25d vs GroundControl 25d, C3H/HeJ",Cdcp1,CDCP1,-0.9220227674,0.3652218136,0.5277685299,0.4374432913,1.292999083
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 75d vs GroundControl 75d, C57BL/6J",Eda2r,EDA2R,0.9099878101,0.682468099,1.879029622,0.1659176443,1.288015693
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 75d vs GroundControl 75d, C57BL/6J",Efemp1,EFEMP1,0.9081111868,0.682468099,1.876587014,0.1659176443,1.284436613
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs GroundControl (EuthanasiaOnEarth) (Age 29wk),Ccn5,CCN5,-0.4987454408,0.2277197808,0.7077219445,0.642599243,1.283498757
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow+FOS) vs GroundControl (1G) (chow+FOS),Ccdc80,CCDC80,-0.8068736498,0.335638416,0.5716192275,0.4741283372,1.276316274
"OSD-457: JAXA, bone, mandibular",bone,"bone, mandibular",Nrf2KO Spaceflight vs Wildtype Spaceflight,Gfap,GFAP,-1.301983926,0.4661679119,0.4055680965,0.3314576239,1.275145475
"OSD-163: RR-3, kidney",kidney,kidney,Spaceflight vs BasalControl,Timd2,HAVCR1,-0.5401873867,0.2449756783,0.6876815827,0.6108770311,1.274895612
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow) vs Spaceflight (1G centrifugation) (chow),Ltbp2,LTBP2,1.174262187,0.9867919928,2.256774371,0.005774383199,1.273596037
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 75d vs GroundControl 75d, C3H/HeJ",Cxcl17,CXCL17,1.183504071,1,2.271277639,0,1.271277639
"OSD-457: JAXA, liver",liver,liver,Wildtype Spaceflight vs Wildtype GroundControl,Eda2r,EDA2R,0.7511238607,0.5374645441,1.683103459,0.2696501804,1.270973995
"OSD-246: RR-6, spleen",spleen,spleen,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Gfap,GFAP,-0.8442057117,0.3496531375,0.5570173955,0.4563625703,1.266920147
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow+FOS) vs Spaceflight (uG) (chow),Crtac1,CRTAC1,1.178780503,1,2.263853346,0,1.263853346
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 12wk) VivariumControl vs (Age 12wk) GroundControl,Eda2r,EDA2R,0.5439009801,0.3634043069,1.457909311,0.4396099299,1.260054717
"OSD-247: RR-6, colon",colon,colon,Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Gfap,GFAP,0.6787433886,0.4772047199,1.600744872,0.3212952695,1.258882922
"OSD-241: RR-5, skin, femoral",skin,"skin, femoral",Spaceflight vs GroundControl,Cdhr2,CDHR2,0.6752230075,0.4754705984,1.596843589,0.3228763333,1.255269182
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 12wk) vs GroundControl (EuthanasiaOnISS) (Age 12wk),Cxcl17,CXCL17,1.173119283,1,2.25498726,0,1.25498726
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 75d vs GroundControl 75d, C57BL/6J",Eda2r,EDA2R,0.7023730289,0.5003735397,1.627179072,0.3007056643,1.253421738
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 12wk) vs Spaceflight (EuthanasiaOnISS) (Age 12wk),Crtac1,CRTAC1,-2.351167764,0.6421903564,0.1959873217,0.1923362204,1.251984976
"OSD-243: RR-6, skin, dorsal",skin,"skin, dorsal",Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Cxcl17,CXCL17,-1.23043891,0.4618438209,0.4261877673,0.3355048625,1.242437826
"OSD-247: RR-6, colon",colon,colon,Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Timd2,HAVCR1,-2.129830556,0.6226181863,0.2284846964,0.205778198,1.239146753
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",VivariumControl (1G) (chow+FOS) vs GroundControl (1G) (chow+FOS),Ccn5,CCN5,-1.418734388,0.5056739896,0.3740402972,0.2961293847,1.237872059
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnISS) (Age 12wk) vs GroundControl (EuthanasiaOnEarth) (Age 12wk),Eda2r,EDA2R,0.341143578,0.2165432579,1.266760316,0.6644553335,1.231903126
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (uG) (chow+FOS),Efemp1,EFEMP1,-0.3951412865,0.1945920841,0.7604149037,0.7108748306,1.231217073
